smoke_job_id,selection_role,event_id,mapped_cell_id,term_id,branch_owner_id,epsilon_bin_index,epsilon_subdivision_index,epsilon_subdivision_count,path_segment,recoil_sheet_enclosure_method,x_lower,x_upper,t_lower,t_upper,refinement_depth,refinement_path,geometry_gap_abs_lower,geometry_physical_path_area_abs_upper,probe_passed,failure_type,failure_message,integrated_regular_path_abs_upper,minimum_amplitude_denominator_abs_lower,relative_root_abs_lower,selected_global_root_abs_lower,collision_jacobian_abs_lower,active_material_branch_count,active_material_branch_ids,path_integral_enclosure_method,reconstructed_physical_path_area_abs_upper,physical_path_area_absolute_error,physical_path_area_excess,runtime_seconds,event_principal_pole_owned_separately,valid_for_outer_parent_leaf_transplant_smoke,valid_for_full_outer_parent_leaf_enclosure,valid_for_full_event_cell_finite_cover,valid_for_D4_event_local_W3_bound,valid_for_all_operator_local_GR_claim,valid_for_full_MTS_claim,parent_target_job_id,projective_owner_cell_id,certified_configuration_roles,certified_owner_pivots,minimum_projective_owner_pivot_abs_lower,minimum_projective_unit_circle_abs_lower,parent_revision,certificate_source
5464__x00_t00,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.0,0.03125,8,x00_t00__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,459071084.1318503,0.012216599098309359,1.227410970516293,2.29047340979995,2.1063059168702116,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,4.711922199989203,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,reciprocal,holomorphic,0.1117214856849175,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t01,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.03125,0.0625,8,x00_t01__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,1383350509.425004,0.01210130414951674,1.2207870590496082,2.29047340979995,1.2838920355904297,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,4.906613500032108,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,reciprocal,holomorphic,0.1091720606718678,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t02,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.0625,0.09375,8,x00_t02__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,3459563867.8910804,0.011985759099550746,1.2141185135628738,2.29047340979995,0.974225835251092,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,5.292170599976089,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t02,reciprocal,holomorphic,0.10662164454201499,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t03,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.09375,0.125,8,x00_t03__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,22230866199.872692,0.011870035608647946,1.2074086805102924,2.29047340979995,0.2944123596847354,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,4.624500699981581,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t03,reciprocal,holomorphic,0.10407051653414724,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t04,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.125,0.15625,8,x00_t04__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,2173018481.5292606,0.011754210933977405,1.200661508699377,2.29047340979995,5.994174341218436,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,5.9622603000025265,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t04,reciprocal,holomorphic,0.10151903180019015,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t05,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.15625,0.1875,8,x00_t05__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,4453126994.43811,0.01163837409724167,1.1938816184906598,2.29047340979995,5.97480163683911,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,5.3048884000163525,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t05,reciprocal,holomorphic,0.09896763871250609,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t06,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.1875,0.21875,8,x00_t06__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,9403440744.632408,0.011522625147355702,1.187074376048788,2.29047340979995,5.9466088614563395,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,5.7351423999643885,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t06,reciprocal,holomorphic,0.09641689998290374,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t07,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.21875,0.25,8,x00_t07__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,20657395905.096584,0.011347527756957269,1.1802459722618401,2.29047340979995,5.909786755459614,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,6.84173099999316,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t07,reciprocal,holomorphic,0.09386751839927898,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t08,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.25,0.28125,8,x00_t08__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,82768898892.71716,0.010190262958502344,1.1734035056638472,2.29047340979995,3.295240447387041,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,6.963410799973644,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t08,reciprocal,holomorphic,0.09132036480391237,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t09,5461_FINITE_PROJECTIVE_OWNER_CELL,E01,U018,MC04_SM_DM,B01,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.7423805650363542,0.745151729948016,0.28125,0.3125,8,x00_t09__finite_projective_depth9,0.10012553952705824,5.575870207997144e-06,True,,,229405301705.87637,0.008407658536103162,1.166555068339545,2.29047340979995,2.7437045322175493,0,,POINTWISE_SUPREMUM,3.4514222418235377e-06,2.1244479661736067e-06,0.0,6.675164500018582,True,True,False,False,False,False,False,E01__U018__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t09,reciprocal,holomorphic,0.08877652546182174,2.290473172051294,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
