accepted_step_ratio,accepted_topology_steps,component_id,dynamic_multiplier,dynamic_winding_delta,epsilon_id,family,interval_index,interval_lower,interval_midpoint,interval_upper,job_id,left_transition_uncertainty,maximum_pair_projective_step,maximum_reciprocal_product_residual,minimum_alternate_branch_separation,owner_summand,reciprocal_suffix,representative_suffix,right_transition_uncertainty,source_winding_delta,state_u,state_v,valid_for_full_MTS_claim,valid_for_local_GR_claim,valid_for_numeric_UV_claim
0.5015076969265017,4096,MC12,0.0,0,E040,direct:g2:minus/direct:g3:plus,1,-0.995,0.0,0.995,Y03_E040_MC12,0.0,0.005945355861366116,2.0330267653698582e-13,1.0,direct_five_point,v,u,0.0,2,0,0,False,False,False
0.5015076969265017,4096,MC12,0.0,0,E020,direct:g2:minus/direct:g3:plus,1,-0.995,0.0,0.995,Y03_E020_MC12,0.0,0.005945355861366116,2.0330267653698582e-13,1.0,direct_five_point,v,u,0.0,2,0,0,False,False,False
0.5006547815741499,4096,MC14,-0.0,0,E040,direct:g3:plus/subtraction:decay:minus,1,-0.995,-0.9708817030070351,-0.9467634060140702,Y03_E040_MC14,0.0,0.04485772012811189,4.440894216082489e-16,1.0,endpoint_subtraction,v,u,1.2355546585851584e-09,-2,0,0,False,False,False
0.5000412995140757,4096,MC14,1.0,-2,E040,direct:g3:plus/subtraction:decay:minus,2,-0.9467634060140702,-0.3233817027602346,0.300000000493601,Y03_E040_MC14,1.2355546585851584e-09,0.008289291871911526,4.440892098500626e-16,1.0,endpoint_subtraction,v,u,1.2355546030740072e-09,-2,-1,1,False,False,False
0.5000078749275237,4096,MC14,-0.0,0,E040,direct:g3:plus/subtraction:decay:minus,3,0.300000000493601,0.6475000002468005,0.995,Y03_E040_MC14,1.2355546030740072e-09,0.0045652576461224495,2.2247786310271853e-16,1.0,endpoint_subtraction,v,u,0.0,-2,0,0,False,False,False
0.5006547815741499,4096,MC14,-0.0,0,E020,direct:g3:plus/subtraction:decay:minus,1,-0.995,-0.9708817030070351,-0.9467634060140702,Y03_E020_MC14,0.0,0.04485772012811189,4.440894216082489e-16,1.0,endpoint_subtraction,v,u,1.2355546585851584e-09,-2,0,0,False,False,False
0.5000412995140757,4096,MC14,1.0,-2,E020,direct:g3:plus/subtraction:decay:minus,2,-0.9467634060140702,-0.3233817027602346,0.300000000493601,Y03_E020_MC14,1.2355546585851584e-09,0.008289291871911526,4.440892098500626e-16,1.0,endpoint_subtraction,v,u,1.2355546030740072e-09,-2,-1,1,False,False,False
0.5000078749275237,4096,MC14,-0.0,0,E020,direct:g3:plus/subtraction:decay:minus,3,0.300000000493601,0.6475000002468005,0.995,Y03_E020_MC14,1.2355546030740072e-09,0.0045652576461224495,4.440892098500626e-16,1.0,endpoint_subtraction,v,u,0.0,-2,0,0,False,False,False
0.501385594752807,4096,MC15,0.0,0,E040,direct:g3:plus/subtraction:decay:plus,1,-0.995,0.0,0.995,Y03_E040_MC15,0.0,0.004818522453767287,4.440892230849522e-16,1.0,endpoint_subtraction,v,u,0.0,2,0,0,False,False,False
0.501385594752807,4096,MC15,0.0,0,E020,direct:g3:plus/subtraction:decay:plus,1,-0.995,0.0,0.995,Y03_E020_MC15,0.0,0.004818522453767287,4.440892131587851e-16,1.0,endpoint_subtraction,v,u,0.0,2,0,0,False,False,False
