accepted_step_ratio,accepted_topology_steps,component_id,dynamic_multiplier,dynamic_winding_delta,epsilon_id,family,interval_index,interval_lower,interval_midpoint,interval_upper,job_id,left_transition_uncertainty,maximum_pair_projective_step,maximum_reciprocal_product_residual,minimum_alternate_branch_separation,owner_summand,reciprocal_suffix,representative_suffix,right_transition_uncertainty,source_winding_delta,state_u,state_v,valid_for_full_MTS_claim,valid_for_local_GR_claim,valid_for_numeric_UV_claim
0.5002741217582317,4096,MC03,1.0,2,E040,direct:g1:minus/direct:g2:plus,1,-0.995,0.0,0.995,Y03_E040_MC03,0.0,0.020846417709298695,5.701844915325403e-13,2.676550533499116e-05,direct_five_point,u,v,0.0,2,-1,1,False,False,False
0.5002741217582317,4096,MC03,1.0,2,E020,direct:g1:minus/direct:g2:plus,1,-0.995,0.0,0.995,Y03_E020_MC03,0.0,0.020846417709298695,5.701844915325403e-13,2.676550533499116e-05,direct_five_point,u,v,0.0,2,-1,1,False,False,False
0.5015022672963321,4096,MC04,-0.0,0,E040,direct:g1:minus/direct:g3:plus,1,-0.995,-0.9631341361673549,-0.9312682723347099,Y03_E040_MC04,0.0,0.04637433072823719,1.776356842708973e-15,1.0,direct_five_point,v,u,1.2355546585851584e-09,-2,0,0,False,False,False
0.5000489748223889,4096,MC04,1.0,-2,E040,direct:g1:minus/direct:g3:plus,2,-0.9312682723347099,-0.31563413592055445,0.300000000493601,Y03_E040_MC04,1.2355546585851584e-09,0.009586683080016712,1.8881953058541512e-15,1.0,direct_five_point,v,u,1.2355546030740072e-09,-2,-1,1,False,False,False
0.5000120352412476,4096,MC04,-0.0,0,E040,direct:g1:minus/direct:g3:plus,3,0.300000000493601,0.6475000002468005,0.995,Y03_E040_MC04,1.2355546030740072e-09,0.005317991429787714,2.1259514285624122e-14,1.0,direct_five_point,v,u,0.0,-2,0,0,False,False,False
0.5015022672963321,4096,MC04,-0.0,0,E020,direct:g1:minus/direct:g3:plus,1,-0.995,-0.9631341361673549,-0.9312682723347099,Y03_E020_MC04,0.0,0.04637433072823719,1.776356842708973e-15,1.0,direct_five_point,v,u,1.2355546585851584e-09,-2,0,0,False,False,False
0.5000489748223889,4096,MC04,1.0,-2,E020,direct:g1:minus/direct:g3:plus,2,-0.9312682723347099,-0.31563413592055445,0.300000000493601,Y03_E020_MC04,1.2355546585851584e-09,0.009586683080016712,1.8881953058541512e-15,1.0,direct_five_point,v,u,1.2355546030740072e-09,-2,-1,1,False,False,False
0.5000120352412476,4096,MC04,-0.0,0,E020,direct:g1:minus/direct:g3:plus,3,0.300000000493601,0.6475000002468005,0.995,Y03_E020_MC04,1.2355546030740072e-09,0.005317991429787714,2.1259514285624122e-14,1.0,direct_five_point,v,u,0.0,-2,0,0,False,False,False
0.5051049935418502,4096,MC07,0.0,0,E040,direct:g1:plus/direct:g2:minus,1,-0.995,0.0,0.995,Y03_E040_MC07,0.0,0.0013487379991559607,5.329088027931192e-15,0.999999819910561,direct_five_point,u,v,0.0,2,0,0,False,False,False
0.5051049935418502,4096,MC07,0.0,0,E020,direct:g1:plus/direct:g2:minus,1,-0.995,0.0,0.995,Y03_E020_MC07,0.0,0.0013487379991559607,5.329088027931192e-15,0.999999819910561,direct_five_point,u,v,0.0,2,0,0,False,False,False
