outer_node_id,decay_cosine,job_id,component_id,family,outer_coordinate,surface_id,sign_change_count,minimum_channel_magnitude,minimum_channel_coordinate,median_channel_magnitude,valid_for_numeric_UV_claim,valid_for_local_GR_claim,valid_for_full_MTS_claim,epsilon_id,owner_summand
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s01,0,11.80022694837895,-0.995,13.730542425535466,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s02,0,14.75060020487981,-0.995,17.204393845232495,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s03,0,0.002630569525063034,0.995,0.5261139050126076,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s14,0,16.06782699006517,-0.995,16.146450571476187,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s24,0,19.17337990395861,0.995,19.62031081032742,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s34,0,0.00263056952506259,-0.995,0.5261139050126076,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s01,0,27.868052146268823,-0.995,29.876990919238185,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s03,0,31.868015435477123,-0.995,33.876953644883,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s24,0,34.815765970407085,-0.995,36.8247035483913,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s34,0,30.815796358733706,-0.995,32.82473475959338,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:shared:s12,0,2.9477721896096822,0.995,2.9477721899737444,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:shared:s13,0,30.815796358778865,-0.995,32.82473475959363,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:shared:s23,0,31.868015435541437,-0.995,33.876953644883194,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s01,0,11.800116322919846,-0.995,13.73041364210684,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s02,0,14.750511706585597,-0.995,17.204291068172687,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s03,0,0.002630569525063034,0.995,0.5261139050126076,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s14,0,16.067716915150957,-0.995,16.146341059368584,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s24,0,19.173287658190656,0.995,19.62022069026717,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:L:s34,0,0.00263056952506259,-0.995,0.5261139050126076,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s01,0,27.867832790126528,-0.995,29.87675418201874,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s03,0,31.867823612222676,-0.995,33.87674486333239,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s24,0,34.81559038851063,-0.995,36.824511481643064,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:R:s34,0,30.815597985538282,-0.995,32.824519284512405,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:shared:s12,0,2.947772189892356,0.9850499999999999,2.947772189973388,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:shared:s13,0,30.81559798556334,-0.995,32.82451928451273,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC03,MC03,direct:g1:minus/direct:g2:plus,soft_cosine,direct:shared:s23,0,31.867823612228577,-0.995,33.87674486333277,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s01,0,2.4525252598973135,-0.995,2.6413921887315404,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s02,0,0.4978775027657943,-0.995,0.832493939320909,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s03,0,0.002630569525063034,0.995,0.5261139050126077,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s14,1,0.00039572638326757463,0.7794166666666665,0.22545843250170264,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s24,0,3.011899595908326,0.995,3.2484277617615462,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s34,0,0.0026305695250630062,-0.995,0.5261139050126077,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s01,0,2.762514100965214,0.995,2.8668505496793135,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s02,0,1.0252238215489133,-0.995,1.1331495534056863,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s24,0,2.947772189972192,0.7794166666666665,2.9477721899747813,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s34,0,1.0522278100244868,0.7794166666666665,1.0522278100252116,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:shared:s12,0,2.9477721899746863,0.9850499999999999,2.947772189974784,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:shared:s13,1,4.406142623606726e-05,-0.7495666666666667,0.08092270406853797,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:shared:s23,0,1.0252238215488216,-0.995,1.1331495534056493,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s01,0,2.45252541672919,-0.995,2.6413914112148107,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s02,0,0.4978773435614923,-0.995,0.8324946920391529,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s03,0,0.0026305695250630062,0.995,0.5261139050126075,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s14,1,0.00022980706802714802,0.7794166666666665,0.22545759130415166,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s24,0,3.011901072370864,0.995,3.248428528503225,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:L:s34,0,0.0026305695250630062,-0.995,0.5261139050126075,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s01,0,2.762510751172836,0.995,2.866848984629686,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s02,0,1.02522347681461,-0.995,1.1331510411424972,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s24,0,2.947772189959033,0.7794166666666665,2.9477721899747777,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:R:s34,0,1.052227810022469,0.7794166666666665,1.0522278100252116,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:shared:s12,0,2.9477721899746587,0.9850499999999999,2.947772189974784,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:shared:s13,1,4.0052052486476884e-05,-0.7495666666666667,0.08092347129467937,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC04,MC04,direct:g1:minus/direct:g3:plus,soft_cosine,direct:shared:s23,0,1.0252234768146358,-0.995,1.1331510411424677,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s01,0,14.750340436677629,-0.995,17.176381478008306,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s02,0,11.799967181331157,-0.995,13.702530184234053,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s03,0,0.002630569525063034,0.995,0.5261139050126076,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s14,0,14.681666782589117,0.995,14.760470104858564,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s24,0,10.839531653806919,-0.995,11.286633175685514,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s34,0,0.002630569525063034,-0.995,0.5261139050126076,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s02,0,22.639493795364235,-0.995,24.989159798997473,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s03,0,26.63943973683611,-0.995,28.989107722073086,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s14,0,29.587181443693623,-0.995,31.936849883234792,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s34,0,25.58722450905775,-0.995,27.93689216577844,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:shared:s12,0,2.947772189772283,0.995,2.9477721899738945,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:shared:s13,0,26.639439736805112,-0.995,28.989107722073168,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:shared:s23,0,25.58722450903131,-0.995,27.936892165778428,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s01,0,14.750251936942782,-0.995,17.176278546249634,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s02,0,11.79985655356564,-0.995,13.702401151665203,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s03,0,0.002630569525063034,0.995,0.5261139050126076,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s14,0,14.681546315009166,0.995,14.760350322167298,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s24,0,10.839368485237864,-0.995,11.28647651883385,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:L:s34,0,0.002630569525063034,-0.995,0.5261139050126076,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s02,0,22.639223778883288,-0.995,24.988876780236392,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s03,0,26.63921026397493,-0.995,28.988863760814464,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s14,0,29.5869748330462,-0.995,31.936628443501117,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:R:s34,0,25.58698559955376,-0.995,27.93663901426204,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:shared:s12,0,2.9477721898872833,-0.98505,2.9477721899737475,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:shared:s13,0,26.63921026397794,-0.995,28.98886376081466,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC07,MC07,direct:g1:plus/direct:g2:minus,soft_cosine,direct:shared:s23,0,25.586985599571488,-0.995,27.936639014262337,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s01,0,2.853336502730656,-0.995,3.177166634951614,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s02,0,0.09706673697191316,-0.995,0.29671948566206807,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s03,0,0.002630569525063048,0.995,0.5261139050126077,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s14,0,0.5250802972387437,0.995,0.7612328007596189,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s24,0,2.425322468142989,0.995,2.712653305927076,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s34,0,0.0026305695250630062,-0.995,0.5261139050126077,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s01,0,0.8943568942070464,-0.995,0.9906272624925117,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s02,0,2.915909538297457,0.995,3.009372774831641,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s14,0,2.9477721899745384,0.995,2.9477721899747813,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s34,0,1.052227810025169,-0.9883666666666666,1.0522278100252116,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:shared:s12,0,2.947772189974722,-0.9916833333333334,2.947772189974784,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:shared:s13,0,0.8943568942074225,-0.995,0.9906272624925323,False,False,False,E040,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:shared:s23,1,8.546701285379106e-05,0.6533833333333333,0.06160102718818828,False,False,False,E040,direct_five_point
