outer_node_id,decay_cosine,job_id,component_id,family,outer_coordinate,surface_id,sign_change_count,minimum_channel_magnitude,minimum_channel_coordinate,median_channel_magnitude,valid_for_numeric_UV_claim,valid_for_local_GR_claim,valid_for_full_MTS_claim,epsilon_id,owner_summand
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s01,0,2.853335564057413,-0.995,3.1771663003482824,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s02,0,0.09706731549526593,-0.995,0.29671980104580836,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s03,0,0.0026305695250630062,0.995,0.5261139050126075,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s14,0,0.5250805521580538,0.995,0.7612324609462375,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s24,0,2.4253222088123154,0.995,2.712653636966042,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:L:s34,0,0.0026305695250630062,-0.995,0.5261139050126075,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s01,0,0.8943547115455366,-0.995,0.9906265755088438,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s02,0,2.915908975748763,0.995,3.0093734338224154,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s14,0,2.947772189974286,-0.995,2.9477721899747755,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:R:s34,0,1.052227810025169,-0.9883666666666666,1.0522278100252116,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:shared:s12,0,2.947772189974667,-0.995,2.9477721899747844,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:shared:s13,0,0.8943547115450466,-0.995,0.9906265755088479,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E020_MC12,MC12,direct:g2:minus/direct:g3:plus,soft_cosine,direct:shared:s23,1,8.329154636922386e-05,0.6533833333333333,0.06160135443182721,False,False,False,E020,direct_five_point
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:hard:s01=s24,0,3.407142494561229,0.9883666666666665,3.40714249456123,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:hard:s02=s14,0,0.5928575054387705,-0.9518833333333333,0.5928575054387706,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:soft:s03,0,0.010000000000000009,0.995,2.0,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:soft:s34,0,0.010000000000000009,-0.995,2.0,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:R:hard:s01=s24,0,3.9999999999991576,0.9916833333333334,4.0,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:R:soft:s34,0,3.9999999999998295,-0.9916833333333334,3.999999999999999,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:shared:soft:s13,1,0.0003037793318314099,-0.7562,0.3666022464311674,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:shared:soft:s23,0,3.883856258391072,-0.995,4.366597772788364,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:hard:s01=s24,0,3.407142494561229,-0.01990000000000003,3.4071424945612296,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:hard:s02=s14,0,0.5928575054387705,-0.995,0.5928575054387706,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:soft:s03,0,0.010000000000000009,0.995,2.0,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:L:soft:s34,0,0.010000000000000009,-0.995,2.0,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:R:hard:s01=s24,0,3.999999999999727,0.9850499999999999,4.0,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:R:soft:s34,0,3.999999999999824,-0.9916833333333334,3.9999999999999973,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:shared:soft:s13,1,0.00028978517638589995,-0.7562,0.36660585754766145,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC14,MC14,direct:g3:plus/subtraction:decay:minus,soft_cosine,endpoint:shared:soft:s23,0,3.883854858396424,-0.995,4.366604739111087,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:L:hard:s01=s24,0,3.4071424945612296,-0.995,3.4071424945612296,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:L:hard:s02=s14,0,0.5928575054387704,-0.995,0.5928575054387705,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:L:soft:s03,0,0.010000000000000009,0.995,2.0,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:L:soft:s34,0,0.010000000000000009,-0.995,2.0,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:R:hard:s02=s14,0,3.999999999999595,-0.9916833333333334,3.9999999999999716,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:R:soft:s34,0,3.999999999999826,-0.9916833333333334,3.999999999999999,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:shared:soft:s13,0,3.3206575859810052,-0.995,3.7333966693051446,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E040_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:shared:soft:s23,1,0.0003258798209571016,0.6434333333333332,0.2666053092680506,False,False,False,E040,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:L:hard:s01=s24,0,3.4071424945612296,-0.995,3.4071424945612296,False,False,False,E020,endpoint_subtraction
Y01,-0.7035712472806147,Y01_E020_MC15,MC15,direct:g3:plus/subtraction:decay:plus,soft_cosine,endpoint:L:hard:s02=s14,0,0.5928575054387704,-0.9817333333333333,0.5928575054387706,False,False,False,E020,endpoint_subtraction
