smoke_job_id,selection_role,event_id,event_type,branch_owner_id,mapped_cell_id,term_id,primary_surface_id,epsilon_bin_index,epsilon_subdivision_index,epsilon_subdivision_count,epsilon_real_lower,epsilon_real_upper,epsilon_imaginary_lower,epsilon_imaginary_upper,path_segment,cover_owner,x_lower,x_upper,x_width,t_lower,t_upper,t_width,parameter_area,physical_path_area_abs_upper,refinement_depth,refinement_path,gap_abs_lower,gap_abs_upper,gap_real_lower,gap_real_upper,gap_imaginary_lower,gap_imaginary_upper,path_speed_abs_upper,material_root_denominator_abs_lower,implicit_material_derivative_abs_lower,failure_type,failure_message,geometry_cover_leaf_passes,requires_correlated_Q_contour_enclosure,requires_parent_outer_amplitude_enclosure,valid_for_full_event_cell_finite_cover,valid_for_D4_event_local_W3_bound,valid_for_all_operator_local_GR_claim,valid_for_full_MTS_claim,gap_enclosure_method,valid_for_outer_parent_leaf_transplant_smoke,valid_for_full_outer_parent_leaf_enclosure,parent_target_job_id,projective_owner_cell_id,certified_configuration_roles,certified_owner_pivots,minimum_projective_owner_pivot_abs_lower,minimum_projective_unit_circle_abs_lower,projective_owner_arc_count,parent_revision,valid_for_5464_amplitude_manifest
5464__x00_t00,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.5,0.515625,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t00__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t00,representative,plus,0.0752626784892116,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t01,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.515625,0.53125,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t01__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t01,representative,plus,0.07432049434777445,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t02,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.53125,0.546875,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t02__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t02,representative,plus,0.07339377168659351,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t03,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.546875,0.5625,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t03__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t03,representative,plus,0.07248317617945034,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t04,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.5625,0.578125,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t04__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t04,representative,plus,0.07158940012253438,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t05,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.578125,0.59375,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t05__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t05,representative,plus,0.07071316136364544,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t06,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.59375,0.609375,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t06__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t06,representative,plus,0.06985520406141187,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t07,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.609375,0.625,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t07__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t07,representative,plus,0.06901629838118088,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t08,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.625,0.640625,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t08__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t08,representative,plus,0.06819723994016245,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t09,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.640625,0.65625,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t09__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t09,representative,plus,0.06739884896698968,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t10,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.65625,0.671875,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t10__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t10,representative,plus,0.06662196913963424,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t11,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.671875,0.6875,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t11__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t11,representative,plus,0.0658674660651214,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
5464__x00_t12,5461_FINITE_PROJECTIVE_OWNER_CELL,E02,SUPPORT_ENTRY,B03,U024,MC04_SP_DP,direct:L:s01,8,0,1,0.019999,0.020001,-1e-06,1e-06,TOP,OUTER_PARENT_TRIANGLE,0.8005750717975868,0.8016097008669261,0.008277032554714236,0.6875,0.703125,0.5,0.004138516277357118,9.498782881950245e-07,8,x00_t12__finite_projective_depth9,0.03066576497375257,0.08970213220225295,0.006664144883674633,0.08453604136062888,0.029932896859389053,0.030002170466559754,0.058757493140323074,0.15840428932384887,0.47248960326746187,,,True,False,True,False,False,False,False,,False,False,E02__U024__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t12,representative,plus,0.06513622536493607,3.3517054077719157,4,D4-deformed-contour-regular-away-W3-v51,True
