same_parent_branch_id,path_id,paint_op,operator_sequence,point_count,line_width,stroke_color,fill_color,min_x,max_x,min_y,max_y,span_x,span_y,role_guess,score_ready,valid_prediction_row,valid_for_claim,claim_allowed
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_463,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,909.703,3530.57,3539.64,1.137,9.07,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_464,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,908.566,3459.99,3530.57,0.0,70.58,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_465,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,909.703,3450.92,3459.99,1.137,9.07,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_466,S,ml,2,14.173,black,"rgb(0,0,0)",909.703,913.387,3442.42,3450.92,3.684,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_467,S,ml,2,14.173,black,"rgb(0,0,0)",913.387,918.773,3435.33,3442.42,5.386,7.09,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_468,S,ml,2,14.173,black,"rgb(0,0,0)",918.773,926.145,3429.66,3435.33,7.372,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_469,S,ml,2,14.173,black,"rgb(0,0,0)",926.145,934.648,3425.98,3429.66,8.503,3.68,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_470,S,ml,2,14.173,black,"rgb(0,0,0)",934.648,943.719,3424.84,3425.98,9.071,1.14,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_471,S,ml,2,14.173,black,"rgb(0,0,0)",943.719,952.789,3424.84,3425.98,9.07,1.14,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_472,S,ml,2,14.173,black,"rgb(0,0,0)",952.789,961.293,3425.98,3429.66,8.504,3.68,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_473,S,ml,2,14.173,black,"rgb(0,0,0)",961.293,968.66,3429.66,3435.33,7.367,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_474,S,ml,2,14.173,black,"rgb(0,0,0)",968.66,974.332,3435.33,3442.42,5.672,7.09,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_475,S,ml,2,14.173,black,"rgb(0,0,0)",974.332,977.734,3442.42,3450.92,3.402,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_476,S,ml,2,14.173,black,"rgb(0,0,0)",977.734,978.867,3450.92,3459.99,1.133,9.07,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_477,S,ml,2,14.173,black,"rgb(0,0,0)",978.867,978.867,3459.99,3530.57,0.0,70.58,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_478,S,ml,2,9.35418,black,"rgb(0,0,0)",1002.39,1050.02,3602.57,3602.57,47.63,0.0,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_479,S,ml,2,9.35418,black,"rgb(0,0,0)",1002.39,1003.81,3555.23,3602.57,1.42,47.34,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_480,S,ml,2,9.35418,black,"rgb(0,0,0)",1003.81,1006.64,3555.23,3560.62,2.83,5.39,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_481,S,ml,2,9.35418,black,"rgb(0,0,0)",1006.64,1010.9,3560.62,3565.16,4.26,4.54,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_482,S,ml,2,9.35418,black,"rgb(0,0,0)",1010.9,1016.0,3565.16,3568.56,5.1,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_483,S,ml,2,9.35418,black,"rgb(0,0,0)",1016.0,1021.95,3568.56,3570.54,5.95,1.98,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_484,S,ml,2,9.35418,black,"rgb(0,0,0)",1021.95,1028.19,3570.54,3570.82,6.24,0.28,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_485,S,ml,2,9.35418,black,"rgb(0,0,0)",1028.19,1034.14,3569.41,3570.82,5.95,1.41,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_486,S,ml,2,9.35418,black,"rgb(0,0,0)",1034.14,1039.81,3566.57,3569.41,5.67,2.84,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_487,S,ml,2,9.35418,black,"rgb(0,0,0)",1039.81,1044.34,3562.32,3566.57,4.53,4.25,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_488,S,ml,2,9.35418,black,"rgb(0,0,0)",1044.34,1047.75,3557.22,3562.32,3.41,5.1,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_489,S,ml,2,9.35418,black,"rgb(0,0,0)",1047.75,1049.45,3551.27,3557.22,1.7,5.95,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_490,S,ml,2,9.35418,black,"rgb(0,0,0)",1049.45,1050.02,3531.14,3551.27,0.57,20.13,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_491,S,ml,2,9.35418,black,"rgb(0,0,0)",1049.16,1050.02,3525.19,3531.14,0.86,5.95,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_492,S,ml,2,9.35418,black,"rgb(0,0,0)",1046.61,1049.16,3519.52,3525.19,2.55,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_493,S,ml,2,9.35418,black,"rgb(0,0,0)",1042.93,1046.61,3514.42,3519.52,3.68,5.1,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_494,S,ml,2,9.35418,black,"rgb(0,0,0)",1038.11,1042.93,3510.73,3514.42,4.82,3.69,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_495,S,ml,2,9.35418,black,"rgb(0,0,0)",1032.16,1038.11,3508.46,3510.73,5.95,2.27,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_496,S,ml,2,9.35418,black,"rgb(0,0,0)",1026.2,1032.16,3507.61,3508.46,5.96,0.85,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_497,S,ml,2,9.35418,black,"rgb(0,0,0)",1019.97,1026.2,3507.61,3508.46,6.23,0.85,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_498,S,ml,2,9.35418,black,"rgb(0,0,0)",1014.3,1019.97,3508.46,3510.73,5.67,2.27,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_499,S,ml,2,9.35418,black,"rgb(0,0,0)",1009.48,1014.3,3510.73,3514.42,4.82,3.69,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_500,S,ml,2,9.35418,black,"rgb(0,0,0)",1005.51,1009.48,3514.42,3519.52,3.97,5.1,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_501,S,ml,2,14.173,black,"rgb(0,0,0)",838.27,861.516,3202.33,3225.86,23.246,23.53,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_502,S,ml,2,14.173,black,"rgb(0,0,0)",861.516,861.516,3084.97,3225.86,0.0,140.89,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_503,S,ml,2,14.173,black,"rgb(0,0,0)",977.734,978.867,3190.42,3199.78,1.133,9.36,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_504,S,ml,2,14.173,black,"rgb(0,0,0)",974.332,977.734,3199.78,3208.0,3.402,8.22,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_505,S,ml,2,14.173,black,"rgb(0,0,0)",968.66,974.332,3208.0,3215.37,5.672,7.37,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_506,S,ml,2,14.173,black,"rgb(0,0,0)",961.293,968.66,3215.37,3221.04,7.367,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_507,S,ml,2,14.173,black,"rgb(0,0,0)",952.789,961.293,3221.04,3224.44,8.504,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_508,S,ml,2,14.173,black,"rgb(0,0,0)",943.719,952.789,3224.44,3225.86,9.07,1.42,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_509,S,ml,2,14.173,black,"rgb(0,0,0)",934.648,943.719,3224.44,3225.86,9.071,1.42,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_510,S,ml,2,14.173,black,"rgb(0,0,0)",926.145,934.648,3221.04,3224.44,8.503,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_511,S,ml,2,14.173,black,"rgb(0,0,0)",918.773,926.145,3215.37,3221.04,7.372,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_512,S,ml,2,14.173,black,"rgb(0,0,0)",913.387,918.773,3208.0,3215.37,5.386,7.37,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_513,S,ml,2,14.173,black,"rgb(0,0,0)",909.703,913.387,3199.78,3208.0,3.684,8.22,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_514,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,909.703,3190.42,3199.78,1.137,9.36,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_515,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,908.566,3120.13,3190.42,0.0,70.29,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_516,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,909.703,3111.05,3120.13,1.137,9.08,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_517,S,ml,2,14.173,black,"rgb(0,0,0)",909.703,913.387,3102.55,3111.05,3.684,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_518,S,ml,2,14.173,black,"rgb(0,0,0)",913.387,918.773,3095.18,3102.55,5.386,7.37,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_519,S,ml,2,14.173,black,"rgb(0,0,0)",918.773,926.145,3089.51,3095.18,7.372,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_520,S,ml,2,14.173,black,"rgb(0,0,0)",926.145,934.648,3086.11,3089.51,8.503,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_521,S,ml,2,14.173,black,"rgb(0,0,0)",934.648,943.719,3084.97,3086.11,9.071,1.14,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_522,S,ml,2,14.173,black,"rgb(0,0,0)",943.719,952.789,3084.97,3086.11,9.07,1.14,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_523,S,ml,2,14.173,black,"rgb(0,0,0)",952.789,961.293,3086.11,3089.51,8.504,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_524,S,ml,2,14.173,black,"rgb(0,0,0)",961.293,968.66,3089.51,3095.18,7.367,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_525,S,ml,2,14.173,black,"rgb(0,0,0)",968.66,974.332,3095.18,3102.55,5.672,7.37,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_526,S,ml,2,14.173,black,"rgb(0,0,0)",974.332,977.734,3102.55,3111.05,3.402,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_527,S,ml,2,14.173,black,"rgb(0,0,0)",977.734,978.867,3111.05,3120.13,1.133,9.08,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_528,S,ml,2,14.173,black,"rgb(0,0,0)",978.867,978.867,3120.13,3190.42,0.0,70.29,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_529,S,ml,2,9.35418,black,"rgb(0,0,0)",1002.39,1034.14,3183.34,3262.42,31.75,79.08,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_530,S,ml,2,9.35418,black,"rgb(0,0,0)",1002.39,1050.02,3183.34,3183.34,47.63,0.0,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_531,S,ml,2,9.35418,black,"rgb(0,0,0)",1034.14,1034.14,3167.46,3207.14,0.0,39.68,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_532,S,ml,2,14.173,black,"rgb(0,0,0)",838.27,861.516,2862.18,2885.7,23.246,23.52,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_533,S,ml,2,14.173,black,"rgb(0,0,0)",861.516,861.516,2744.82,2885.7,0.0,140.88,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_534,S,ml,2,14.173,black,"rgb(0,0,0)",977.734,978.867,2850.55,2859.63,1.133,9.08,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_535,S,ml,2,14.173,black,"rgb(0,0,0)",974.332,977.734,2859.63,2868.13,3.402,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_536,S,ml,2,14.173,black,"rgb(0,0,0)",968.66,974.332,2868.13,2875.5,5.672,7.37,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_537,S,ml,2,14.173,black,"rgb(0,0,0)",961.293,968.66,2875.5,2880.88,7.367,5.38,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_538,S,ml,2,14.173,black,"rgb(0,0,0)",952.789,961.293,2880.88,2884.57,8.504,3.69,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_539,S,ml,2,14.173,black,"rgb(0,0,0)",943.719,952.789,2884.57,2885.7,9.07,1.13,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_540,S,ml,2,14.173,black,"rgb(0,0,0)",934.648,943.719,2884.57,2885.7,9.071,1.13,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_541,S,ml,2,14.173,black,"rgb(0,0,0)",926.145,934.648,2880.88,2884.57,8.503,3.69,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_542,S,ml,2,14.173,black,"rgb(0,0,0)",918.773,926.145,2875.5,2880.88,7.372,5.38,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_543,S,ml,2,14.173,black,"rgb(0,0,0)",913.387,918.773,2868.13,2875.5,5.386,7.37,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_544,S,ml,2,14.173,black,"rgb(0,0,0)",909.703,913.387,2859.63,2868.13,3.684,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_545,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,909.703,2850.55,2859.63,1.137,9.08,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_546,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,908.566,2780.25,2850.55,0.0,70.3,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_547,S,ml,2,14.173,black,"rgb(0,0,0)",908.566,909.703,2770.9,2780.25,1.137,9.35,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_548,S,ml,2,14.173,black,"rgb(0,0,0)",909.703,913.387,2762.4,2770.9,3.684,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_549,S,ml,2,14.173,black,"rgb(0,0,0)",913.387,918.773,2755.31,2762.4,5.386,7.09,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_550,S,ml,2,14.173,black,"rgb(0,0,0)",918.773,926.145,2749.64,2755.31,7.372,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_551,S,ml,2,14.173,black,"rgb(0,0,0)",926.145,934.648,2746.24,2749.64,8.503,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_552,S,ml,2,14.173,black,"rgb(0,0,0)",934.648,943.719,2744.82,2746.24,9.071,1.42,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_553,S,ml,2,14.173,black,"rgb(0,0,0)",943.719,952.789,2744.82,2746.24,9.07,1.42,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_554,S,ml,2,14.173,black,"rgb(0,0,0)",952.789,961.293,2746.24,2749.64,8.504,3.4,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_555,S,ml,2,14.173,black,"rgb(0,0,0)",961.293,968.66,2749.64,2755.31,7.367,5.67,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_556,S,ml,2,14.173,black,"rgb(0,0,0)",968.66,974.332,2755.31,2762.4,5.672,7.09,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_557,S,ml,2,14.173,black,"rgb(0,0,0)",974.332,977.734,2762.4,2770.9,3.402,8.5,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_558,S,ml,2,14.173,black,"rgb(0,0,0)",977.734,978.867,2770.9,2780.25,1.133,9.35,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_559,S,ml,2,14.173,black,"rgb(0,0,0)",978.867,978.867,2780.25,2850.55,0.0,70.3,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_560,S,ml,2,9.35418,black,"rgb(0,0,0)",1002.39,1003.24,2898.74,2904.98,0.85,6.24,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_561,S,ml,2,9.35418,black,"rgb(0,0,0)",1003.24,1005.51,2904.98,2910.64,2.27,5.66,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_562,S,ml,2,9.35418,black,"rgb(0,0,0)",1005.51,1009.48,2910.64,2915.46,3.97,4.82,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_563,S,ml,2,9.35418,black,"rgb(0,0,0)",1009.48,1014.3,2915.46,2919.43,4.82,3.97,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_564,S,ml,2,9.35418,black,"rgb(0,0,0)",1014.3,1019.97,2919.43,2921.7,5.67,2.27,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_565,S,ml,2,9.35418,black,"rgb(0,0,0)",1019.97,1026.2,2921.7,2922.55,6.23,0.85,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_566,S,ml,2,9.35418,black,"rgb(0,0,0)",1026.2,1032.16,2921.7,2922.55,5.96,0.85,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_567,S,ml,2,9.35418,black,"rgb(0,0,0)",1032.16,1038.11,2919.43,2921.7,5.95,2.27,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_568,S,ml,2,9.35418,black,"rgb(0,0,0)",1038.11,1042.93,2915.46,2919.43,4.82,3.97,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_569,S,ml,2,9.35418,black,"rgb(0,0,0)",1042.93,1046.61,2910.64,2915.46,3.68,4.82,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_570,S,ml,2,9.35418,black,"rgb(0,0,0)",1046.61,1049.16,2904.98,2910.64,2.55,5.66,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_571,S,ml,2,9.35418,black,"rgb(0,0,0)",1049.16,1050.02,2898.74,2904.98,0.86,6.24,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_572,S,ml,2,9.35418,black,"rgb(0,0,0)",1049.16,1050.02,2892.5,2898.74,0.86,6.24,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_573,S,ml,2,9.35418,black,"rgb(0,0,0)",1046.61,1049.16,2886.84,2892.5,2.55,5.66,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_574,S,ml,2,9.35418,black,"rgb(0,0,0)",1042.93,1046.61,2882.02,2886.84,3.68,4.82,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_575,S,ml,2,9.35418,black,"rgb(0,0,0)",1038.11,1042.93,2878.33,2882.02,4.82,3.69,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_576,S,ml,2,9.35418,black,"rgb(0,0,0)",1032.16,1038.11,2875.78,2878.33,5.95,2.55,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_577,S,ml,2,9.35418,black,"rgb(0,0,0)",1026.2,1032.16,2874.93,2875.78,5.96,0.85,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_578,S,ml,2,9.35418,black,"rgb(0,0,0)",1026.2,1032.16,2874.08,2874.93,5.96,0.85,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_579,S,ml,2,9.35418,black,"rgb(0,0,0)",1032.16,1038.11,2871.81,2874.08,5.95,2.27,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_580,S,ml,2,9.35418,black,"rgb(0,0,0)",1038.11,1042.93,2868.13,2871.81,4.82,3.68,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_581,S,ml,2,9.35418,black,"rgb(0,0,0)",1042.93,1046.61,2863.02,2868.13,3.68,5.11,tick_text_or_minor_path,False,False,False,False
MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,PATH1497_582,S,ml,2,9.35418,black,"rgb(0,0,0)",1046.61,1049.16,2857.36,2863.02,2.55,5.66,tick_text_or_minor_path,False,False,False,False
