checkpoint,target_job_id,cell_id,x_index,t_index,x_lower,x_upper,t_lower,t_upper,epsilon_real_lower,epsilon_real_upper,epsilon_imaginary_lower,epsilon_imaginary_upper,selector_ownership_method,selector_selected_roles,configuration_role,global_arc_index,global_arc_count,failure_message,owner_pivot,owner_family,owner_pivot_abs_lower,owner_pivot_abs_upper,plus_abs_lower,minus_abs_lower,holomorphic_abs_lower,antiholomorphic_abs_lower,unit_circle_abs_lower,all_pivot_uppers_finite,projective_owner_cell_passes
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,0,0,0.8130634827888188,0.8133221384916984,0.001,0.00103125,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,0,4,,plus,plus,0.0008198122848170124,0.001019450461908839,0.0008198122848170124,0.00040286308544241713,0.0007087191671881848,0.0004585662211948029,3.4797166218791293,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,0,0,0.8130634827888188,0.8133221384916984,0.001,0.00103125,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,1,4,,plus,plus,0.0008198122848170124,0.001019450461908839,0.0008198122848170124,0.00040286308544241713,0.000708719169676397,0.00045856622207477257,3.4797166218028757,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,0,0,0.8130634827888188,0.8133221384916984,0.001,0.00103125,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,2,4,,plus,plus,0.0008198122848170124,0.001019450461908839,0.0008198122848170124,0.00040286308544241713,0.000708719240691682,0.0004585661763106825,3.479716970474139,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,0,0,0.8130634827888188,0.8133221384916984,0.001,0.00103125,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,3,4,,plus,plus,0.0008198122848170124,0.001019450461908839,0.0008198122848170124,0.00040286308544241713,0.0007087192382034698,0.0004585661754307131,3.4797169705503928,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,0,1,0.8130634827888188,0.8133221384916984,0.00103125,0.0010625,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,0,4,,plus,plus,0.000820314817145796,0.0010199992050941944,0.000820314817145796,0.0004030730272392623,0.0007091766954215741,0.00045879717417193354,3.4797166218791293,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,0,1,0.8130634827888188,0.8133221384916984,0.00103125,0.0010625,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,1,4,,plus,plus,0.000820314817145796,0.0010199992050941944,0.000820314817145796,0.0004030730272392623,0.0007091766979868192,0.0004587971750730201,3.4797166218028757,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,0,1,0.8130634827888188,0.8133221384916984,0.00103125,0.0010625,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,2,4,,plus,plus,0.000820314817145796,0.0010199992050941944,0.000820314817145796,0.0004030730272392623,0.0007091767690479763,0.00045879712928589,3.479716970474139,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,0,1,0.8130634827888188,0.8133221384916984,0.00103125,0.0010625,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,3,4,,plus,plus,0.000820314817145796,0.0010199992050941944,0.000820314817145796,0.0004030730272392623,0.0007091767664827312,0.0004587971283848036,3.4797169705503928,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t02,0,2,0.8130634827888188,0.8133221384916984,0.0010625,0.00109375,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,0,4,,plus,plus,0.0008208325027120645,0.0010205633441493045,0.0008208325027120645,0.0004032891745417631,0.0007096482165289699,0.0004590348971421999,3.4797166218791293,True,True
5457,E02__U025__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t02,0,2,0.8130634827888188,0.8133221384916984,0.0010625,0.00109375,0.0175,0.02,-1e-06,1e-06,CLOSED_REPRESENTATIVE_UNIT_MODULUS_MARGIN,representative,representative,1,4,,plus,plus,0.0008208325027120645,0.0010205633441493045,0.0008208325027120645,0.0004032891745417631,0.0007096482191710047,0.00045903489806431,3.4797166218028757,True,True
