smoke_job_id,selection_role,event_id,mapped_cell_id,term_id,branch_owner_id,epsilon_bin_index,epsilon_subdivision_index,epsilon_subdivision_count,path_segment,recoil_sheet_enclosure_method,x_lower,x_upper,t_lower,t_upper,refinement_depth,refinement_path,geometry_gap_abs_lower,geometry_physical_path_area_abs_upper,probe_passed,failure_type,failure_message,integrated_regular_path_abs_upper,minimum_amplitude_denominator_abs_lower,relative_root_abs_lower,selected_global_root_abs_lower,collision_jacobian_abs_lower,active_material_branch_count,active_material_branch_ids,path_integral_enclosure_method,reconstructed_physical_path_area_abs_upper,physical_path_area_absolute_error,physical_path_area_excess,runtime_seconds,event_principal_pole_owned_separately,valid_for_outer_parent_leaf_transplant_smoke,valid_for_full_outer_parent_leaf_enclosure,valid_for_full_event_cell_finite_cover,valid_for_D4_event_local_W3_bound,valid_for_all_operator_local_GR_claim,valid_for_full_MTS_claim,parent_target_job_id,projective_owner_cell_id,certified_configuration_roles,certified_owner_pivots,minimum_projective_owner_pivot_abs_lower,minimum_projective_unit_circle_abs_lower,parent_revision,certificate_source
5464__x00_t00,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.05,0.051562500000000004,8,x00_t00__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,2908.68525885185,0.00015373566104846147,0.9983259117797143,3.391201777904995,6.278805459752777,0,,POINTWISE_SUPREMUM,9.181426269534272e-08,6.194816283472564e-09,0.0,3.0381352999829687,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,reciprocal,holomorphic,0.43935028637442086,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t01,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.051562500000000004,0.053125000000000006,8,x00_t01__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,2934.6619162563406,0.0001541205542565626,0.9981747718556957,3.391201777904995,6.282611656239628,0,,POINTWISE_SUPREMUM,9.181426269534272e-08,6.194816283472564e-09,0.0,2.9159706000355072,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,reciprocal,holomorphic,0.438801182668265,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t02,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.053125000000000006,0.0546875,8,x00_t02__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,2960.4467061391892,0.00015451675074291642,0.9980234877327835,3.391201777904995,6.28642434297959,0,,POINTWISE_SUPREMUM,9.181426269534232e-08,6.194816283472961e-09,0.0,3.1256357999518514,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t02,reciprocal,holomorphic,0.4382520903648341,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t03,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.0546875,0.05625,8,x00_t03__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,2986.037466559398,0.0001549241684703732,0.9978720590625252,3.391201777904995,6.290243536443327,0,,POINTWISE_SUPREMUM,9.181426269534272e-08,6.194816283472564e-09,0.0,2.856520100031048,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t03,reciprocal,holomorphic,0.43770300949985347,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t04,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.05625,0.0578125,8,x00_t04__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,3011.432376602819,0.00015534272373756198,0.9977204854952115,3.391201777904995,6.294069253142555,0,,POINTWISE_SUPREMUM,9.181426269534272e-08,6.194816283472564e-09,0.0,2.971002899983432,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t04,reciprocal,holomorphic,0.43715394010921177,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t05,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.0578125,0.059375000000000004,8,x00_t05__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,3036.6299526247244,0.00015577233126038613,0.997568766679864,3.391201777904995,6.297901509629951,0,,POINTWISE_SUPREMUM,9.181426269534272e-08,6.194816283472564e-09,0.0,3.004688000015449,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t05,reciprocal,holomorphic,0.4366048822289623,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t06,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.059375000000000004,0.060937500000000006,8,x00_t06__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,3061.629043851181,0.00015621290425346014,0.9974169022642405,3.391201777904995,6.301740322499057,0,,POINTWISE_SUPREMUM,9.181426269534272e-08,6.194816283472564e-09,0.0,2.879785400000401,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t06,reciprocal,holomorphic,0.43605583589532393,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t07,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.060937500000000006,0.0625,8,x00_t07__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,3086.428828032923,0.00015666435451133957,0.9972648918948162,3.391201777904995,6.305585708384192,0,,POINTWISE_SUPREMUM,9.181426269534232e-08,6.194816283472961e-09,0.0,2.888886199973058,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t07,reciprocal,holomorphic,0.4355068011446813,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t08,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.0625,0.06406250000000001,8,x00_t08__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,3111.028810006607,0.00015712659248939945,0.9971127352167889,3.391201777904995,6.309437680741417,0,,POINTWISE_SUPREMUM,9.181426269534313e-08,6.194816283472153e-09,0.0,3.0275799999944866,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t08,reciprocal,holomorphic,0.43495777801358715,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t09,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U060,MC04_SM_DM,B02,7,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8708656781930376,0.8712081478666044,0.06406250000000001,0.065625,8,x00_t09__finite_projective_depth9,0.028336661865421626,9.800907897881528e-08,True,,,3135.428799642572,0.00015759952738422352,0.9969604318740661,3.391201777904995,6.313296259356633,0,,POINTWISE_SUPREMUM,9.181426269534232e-08,6.194816283472961e-09,0.0,3.1133593000122346,True,True,False,False,False,False,False,E08__U060__TOP__MINIMUM_CERTIFIED_OUTER_GAP,x00_t09,reciprocal,holomorphic,0.4344087665387619,3.3912014355717623,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
