row_type,status,x_count,t_count,x_index,t_index,x_lower,x_upper,t_lower,t_upper,left_first_soft_invariant_abs_lower,minimum_amplitude_denominator_abs_lower,collision_jacobian_abs_lower,integrated_regular_path_abs_upper,parameter_area_coverage_error,runtime_seconds,error_type,error,leaf_union_theorem
leaf,PASS,2,32,0,0,0.8570480526900697,0.8570507600290457,0.0002,0.00331875,0.0,2.161570503085736e-08,2.9356851619553166,483248486.5836508,nan,63.579026099992916,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,1,0.8570480526900697,0.8570507600290457,0.00331875,0.0064375,0.0,2.564365578497901e-07,2.1571093615735704,11806318999.605774,nan,346.66242179996334,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,2,0.8570480526900697,0.8570507600290457,0.0064375,0.00955625,0.0,5.35687548250389e-07,8.704772685755314,124276641413294.38,nan,541.8848905999912,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,3,0.8570480526900697,0.8570507600290457,0.00955625,0.012675,0.0,2.4336394774698282e-06,1.5171226803087834,69553325969.3029,nan,692.299043099978,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,4,0.8570480526900697,0.8570507600290457,0.012675,0.01579375,0.0,4.097887541269424e-06,11.01291352791716,1894710940.0123558,nan,760.117516600003,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,5,0.8570480526900697,0.8570507600290457,0.01579375,0.0189125,1.3387138800826636e-06,1.3387138800826636e-06,1.40845692927397,10055164046.133629,nan,809.0202602999634,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,6,0.8570480526900697,0.8570507600290457,0.0189125,0.02203125,3.4605462397679043e-06,3.4605462397679043e-06,2.864006298213204,127187277.46235046,nan,833.1489403999876,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,7,0.8570480526900697,0.8570507600290457,0.02203125,0.02515,5.368709114662427e-06,5.368709114662427e-06,3.663960643921688,982919.1182101559,nan,857.2333404999808,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,8,0.8570480526900697,0.8570507600290457,0.02515,0.02826875,7.144522719586966e-06,7.144522719586966e-06,4.23465575220979,77198.8452456889,nan,881.4226106999558,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
leaf,PASS,2,32,0,9,0.8570480526900697,0.8570507600290457,0.02826875,0.0313875,8.833393220511616e-06,7.140303057700375e-06,4.590224843537624,11444402.08565023,nan,889.6774270999595,,,D=union_ij D_ij; evaluate the complete parent-v54 amplitude on every x/t leaf; sum integrated uppers and minimize lowers
