smoke_job_id,selection_role,event_id,mapped_cell_id,term_id,branch_owner_id,epsilon_bin_index,epsilon_subdivision_index,epsilon_subdivision_count,path_segment,recoil_sheet_enclosure_method,x_lower,x_upper,t_lower,t_upper,refinement_depth,refinement_path,geometry_gap_abs_lower,geometry_physical_path_area_abs_upper,probe_passed,failure_type,failure_message,integrated_regular_path_abs_upper,minimum_amplitude_denominator_abs_lower,relative_root_abs_lower,selected_global_root_abs_lower,collision_jacobian_abs_lower,active_material_branch_count,active_material_branch_ids,path_integral_enclosure_method,reconstructed_physical_path_area_abs_upper,physical_path_area_absolute_error,physical_path_area_excess,runtime_seconds,event_principal_pole_owned_separately,valid_for_outer_parent_leaf_transplant_smoke,valid_for_full_outer_parent_leaf_enclosure,valid_for_full_event_cell_finite_cover,valid_for_D4_event_local_W3_bound,valid_for_all_operator_local_GR_claim,valid_for_full_MTS_claim,parent_target_job_id,projective_owner_cell_id,certified_configuration_roles,certified_owner_pivots,minimum_projective_owner_pivot_abs_lower,minimum_projective_unit_circle_abs_lower,parent_revision,certificate_source
5465__x00_t00,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.02,0.0209375,8,x00_t00__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,34320.13043996854,0.0001592820143869194,1.0281553736824591,0.2969138471043165,2.0306099665207946,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,7.740181199973449,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t00,representative,antiholomorphic,0.0015080329113356067,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t01,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.0209375,0.021875000000000002,8,x00_t01__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,550716512.2513845,2.913000210029253e-06,1.0282001259821507,0.2969138471043165,2.0088496667287514,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,6.948361599992495,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t01,representative,antiholomorphic,0.0015420627575021243,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t02,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.021875000000000002,0.0228125,8,x00_t02__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,21498423.52836462,1.5622036769299672e-05,1.0282446368266518,0.2969138471043165,1.9889284147282922,0,,POINTWISE_SUPREMUM,1.204024821631341e-09,1.1675654346185986e-21,1.1675654346185986e-21,6.8968657000223175,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t02,representative,antiholomorphic,0.0015771730703529412,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t03,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.0228125,0.02375,8,x00_t03__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,5877166.450881395,2.8790821749127366e-05,1.0282887077703617,0.2969138471043165,1.9707739758985925,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,6.560731899982784,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t03,representative,antiholomorphic,0.0016133061309416702,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t04,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.02375,0.0246875,8,x00_t04__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,2456875.414720698,4.2395512268575307e-05,1.0283321646298869,0.2969138471043165,1.9543048113059038,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,5.982064999989234,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t04,representative,antiholomorphic,0.0016504064803100162,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t05,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.0246875,0.025625000000000002,8,x00_t05__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,1275689.9616090371,5.6412667847518364e-05,1.0283748559644281,0.2969138471043165,1.9394327196789811,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,6.213621600007173,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t05,representative,antiholomorphic,0.001688421049410973,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t06,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.025625000000000002,0.026562500000000003,8,x00_t06__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,740346.5988384415,7.081942890940825e-05,1.0284166514485382,0.2969138471043165,1.926065159191495,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,5.832641299988609,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t06,representative,antiholomorphic,0.0017272992366501759,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t07,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.026562500000000003,0.0275,8,x00_t07__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,459919.21760998905,8.559365365018497e-05,1.0284574401952324,0.2969138471043165,1.9141072471913458,0,,POINTWISE_SUPREMUM,1.204024821631341e-09,1.1675654346185986e-21,1.1675654346185986e-21,16.413111400033813,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t07,representative,antiholomorphic,0.0017669929413275938,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t08,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.0275,0.0284375,8,x00_t08__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,299613.7713512374,0.00010071401939853823,1.02849712907562,0.2969138471043165,1.903463448328563,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,27.39294869999867,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t08,representative,antiholomorphic,0.001807456560732556,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5465__x00_t09,5461_FINITE_PROJECTIVE_OWNER_CELL,E08,U061,MC04_SM_DM,B02,7,0,1,RIGHT_CONNECTOR,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.868122429243893,0.8681652390153288,0.0284375,0.029375000000000002,8,x00_t09__finite_projective_depth9,0.13794334231443478,1.2040248216301733e-09,True,,,199371.91964419172,0.00011616009375606469,1.0285356410707323,0.2969138471043165,1.9206835330650696,0,,POINTWISE_SUPREMUM,1.2040248216313452e-09,1.171908132834502e-21,1.171908132834502e-21,46.550522100005765,True,True,False,False,False,False,False,E08__U061__RIGHT_CONNECTOR__MINIMUM_CERTIFIED_OUTER_GAP,x00_t09,representative,antiholomorphic,0.0018486469579444753,0.29691374708246093,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
