accepted_step_ratio,accepted_topology_steps,component_id,dynamic_multiplier,dynamic_winding_delta,epsilon_id,family,interval_index,interval_lower,interval_midpoint,interval_upper,job_id,left_transition_uncertainty,maximum_pair_projective_step,maximum_reciprocal_product_residual,minimum_alternate_branch_separation,owner_summand,reciprocal_suffix,representative_suffix,right_transition_uncertainty,source_winding_delta,state_u,state_v,valid_for_full_MTS_claim,valid_for_local_GR_claim,valid_for_numeric_UV_claim
0.5031912349363866,4096,MC03,0.0,0,E040,direct:g1:minus/direct:g2:plus,1,-0.995,0.0,0.995,Y00_E040_MC03,0.0,6.91092471620202e-05,5.995204539096996e-15,0.9999999995308002,direct_five_point,u,v,0.0,2,0,0,False,False,False
0.5031912349363866,4096,MC03,0.0,0,E020,direct:g1:minus/direct:g2:plus,1,-0.995,0.0,0.995,Y00_E020_MC03,0.0,6.91092471620202e-05,5.995204539096996e-15,0.9999999995308002,direct_five_point,u,v,0.0,2,0,0,False,False,False
0.5039707476767011,4096,MC04,-0.0,0,E040,direct:g1:minus/direct:g3:plus,1,-0.995,0.0,0.995,Y00_E040_MC04,0.0,0.00122833484078889,1.776356869178752e-15,1.0,direct_five_point,v,u,0.0,-2,0,0,False,False,False
0.5039707476767011,4096,MC04,-0.0,0,E020,direct:g1:minus/direct:g3:plus,1,-0.995,0.0,0.995,Y00_E020_MC04,0.0,0.00122833484078889,1.7763568526351403e-15,1.0,direct_five_point,v,u,0.0,-2,0,0,False,False,False
0.5005070815286663,16384,MC07,1.0,2,E040,direct:g1:plus/direct:g2:minus,1,-0.995,0.0,0.995,Y00_E040_MC07,0.0,0.037107620844636216,4.425118802625305e-12,2.199774735400809e-06,direct_five_point,u,v,0.0,2,-1,1,False,False,False
0.5005070815286663,16384,MC07,1.0,2,E020,direct:g1:plus/direct:g2:minus,1,-0.995,0.0,0.995,Y00_E020_MC07,0.0,0.037107620844636216,4.425118802625305e-12,2.199774735400809e-06,direct_five_point,u,v,0.0,2,-1,1,False,False,False
0.500410771421515,8192,MC12,0.0,0,E040,direct:g2:minus/direct:g3:plus,1,-0.995,0.0,0.995,Y00_E040_MC12,0.0,0.02647313231025715,2.2204460499120577e-15,1.0,direct_five_point,v,u,0.0,2,0,0,False,False,False
0.500410771421515,8192,MC12,0.0,0,E020,direct:g2:minus/direct:g3:plus,1,-0.995,0.0,0.995,Y00_E020_MC12,0.0,0.02647313231025715,2.2204460499120577e-15,1.0,direct_five_point,v,u,0.0,2,0,0,False,False,False
0.5031810708922165,4096,MC14,-0.0,0,E040,direct:g3:plus/subtraction:decay:minus,1,-0.995,0.0,0.995,Y00_E040_MC14,0.0,0.0009140924858108405,4.440892098500626e-16,1.0,endpoint_subtraction,v,u,0.0,-2,0,0,False,False,False
0.5031810708922165,4096,MC14,-0.0,0,E020,direct:g3:plus/subtraction:decay:minus,1,-0.995,0.0,0.995,Y00_E020_MC14,0.0,0.0009140924858108405,4.440892131587851e-16,1.0,endpoint_subtraction,v,u,0.0,-2,0,0,False,False,False
0.5007007016860422,4096,MC15,0.0,0,E040,direct:g3:plus/subtraction:decay:plus,1,-0.995,0.0,0.995,Y00_E040_MC15,0.0,0.04542929541624178,4.440892106772432e-16,1.0,endpoint_subtraction,v,u,0.0,2,0,0,False,False,False
0.5007007016860422,4096,MC15,0.0,0,E020,direct:g3:plus/subtraction:decay:plus,1,-0.995,0.0,0.995,Y00_E020_MC15,0.0,0.04542929541624178,4.440892098500626e-16,1.0,endpoint_subtraction,v,u,0.0,2,0,0,False,False,False
