smoke_job_id,selection_role,event_id,mapped_cell_id,term_id,branch_owner_id,epsilon_bin_index,epsilon_subdivision_index,epsilon_subdivision_count,path_segment,recoil_sheet_enclosure_method,x_lower,x_upper,t_lower,t_upper,refinement_depth,refinement_path,geometry_gap_abs_lower,geometry_physical_path_area_abs_upper,probe_passed,failure_type,failure_message,integrated_regular_path_abs_upper,minimum_amplitude_denominator_abs_lower,relative_root_abs_lower,selected_global_root_abs_lower,collision_jacobian_abs_lower,active_material_branch_count,active_material_branch_ids,path_integral_enclosure_method,reconstructed_physical_path_area_abs_upper,physical_path_area_absolute_error,physical_path_area_excess,runtime_seconds,event_principal_pole_owned_separately,valid_for_outer_parent_leaf_transplant_smoke,valid_for_full_outer_parent_leaf_enclosure,valid_for_full_event_cell_finite_cover,valid_for_D4_event_local_W3_bound,valid_for_all_operator_local_GR_claim,valid_for_full_MTS_claim,parent_target_job_id,projective_owner_cell_id,certified_configuration_roles,certified_owner_pivots,minimum_projective_owner_pivot_abs_lower,minimum_projective_unit_circle_abs_lower,parent_revision,certificate_source
5464__x00_t00,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.0,0.015625,8,x00_t00__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.3327892034800014,0.004453503081592232,1.0419296154317295,3.2079898606803288,10.41442471038889,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.679056400025729,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t00,reciprocal,holomorphic,0.12280334503669628,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t01,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.015625,0.03125,8,x00_t01__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.3478978985003939,0.004403946667176973,1.0414289347048367,3.2079898606803288,10.463447456703085,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.690760700032115,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t01,reciprocal,holomorphic,0.12135193974143722,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t02,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.03125,0.046875,8,x00_t02__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.36383302156106073,0.004354429104935389,1.0409255635854666,3.2079898606803288,10.512650704809891,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.658527299994603,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t02,reciprocal,holomorphic,0.11990643534871592,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t03,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.046875,0.0625,8,x00_t03__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.3806383183143725,0.004304957765168489,1.0404195185222918,3.2079898606803288,10.562026527283667,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.6505955000175163,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t03,reciprocal,holomorphic,0.11846704746234961,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t04,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.0625,0.078125,8,x00_t04__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.39835853363375673,0.0042555404383853536,1.0399108204211358,3.2079898606803288,10.611569341039258,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.7638658999931067,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t04,reciprocal,holomorphic,0.11703400138390682,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t05,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.078125,0.09375,8,x00_t05__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.41703908430720643,0.0042061853627236665,1.0393994950474124,3.2079898606803288,10.661276611540075,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.7980011999607086,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t05,reciprocal,holomorphic,0.11560753260001584,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t06,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.09375,0.109375,8,x00_t06__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.43672563411532506,0.004156901253321118,1.038885573459227,3.2079898606803288,10.711149674629857,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.9375220999936573,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t06,reciprocal,holomorphic,0.11418788729388617,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t07,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.109375,0.125,8,x00_t07__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.4574635516110684,0.0041076973337746394,1.0383690924730182,3.2079898606803288,10.761194687872232,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.7445881000021473,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t07,reciprocal,holomorphic,0.11277532288187313,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t08,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.125,0.140625,8,x00_t08__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.47930239816238884,0.00405858336983176,1.0378500951636442,3.2079898606803288,10.811423722556203,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,3.035065400006715,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t08,reciprocal,holomorphic,0.1113701085758641,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
5464__x00_t09,5461_FINITE_PROJECTIVE_OWNER_CELL,E04,U043,MC04_SM_DM,B01,-1,0,1,TOP,SIGN_DEFINITE_MONOTONE_PRINCIPAL_SQRT_RECTANGLE_WITH_PARENT_FALLBACK,0.8557558378111538,0.8557611307261741,0.140625,0.15625,8,x00_t09__finite_projective_depth9,0.039599879521166705,4.288215548653652e-09,True,,,0.5022908075764392,0.00400956970546451,1.0373286314008145,3.2079898606803288,10.861856005953126,0,,POINTWISE_SUPREMUM,4.2850391080940864e-09,3.1764405595656047e-12,0.0,2.782011799979955,True,True,False,False,False,False,False,E04__U043__TOP__MAXIMUM_PHYSICAL_PATH_AREA,x00_t09,reciprocal,holomorphic,0.10997252597219423,3.2079895398405727,D4-deformed-contour-regular-away-W3-v51,checkpoint_5461_parent_v51_finite_cell
